dataset_id,link,tags,description,score
codelion/finewiki-10M,https://huggingface.co/datasets/codelion/finewiki-10M,"['language:en', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'wikipedia', 'finewiki', 'sampled']","
	
		
		FineWiki Sampled Dataset (10,000,000 tokens)
	

This is a sampled subset of HuggingFaceFW/finewiki containing approximately 10,000,000 tokens.

	
		
		Dataset Details
	


	
		
		Source
	


Original Dataset: HuggingFaceFW/finewiki (English subset, train split)
Sampling Method: Reservoir sampling (unbiased random sampling)
Target Token Count: 10,000,000 tokens
Tokenizer: GPT-2 (50,257 vocabulary)


	
		
		Sampling Statistics
	


Documents Sampled: 7,088
Average Tokens/Doc: 1411.0
Random… See the full description on the dataset page: https://huggingface.co/datasets/codelion/finewiki-10M.",4
codelion/sutra-10M,https://huggingface.co/datasets/codelion/sutra-10M,"['task_categories:text-generation', 'language:en', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us', 'pretraining', 'educational', 'pedagogical', 'synthetic', 'sutra', 'multi-domain']","
	
		
		Sutra 10M Pretraining Dataset
	

A high-quality synthetic pedagogical dataset designed for LLM pretraining, containing 7,252 educational entries totaling approximately 10 million tokens.

	
		
		Dataset Description
	

This dataset was generated using the Sutra framework, which creates structured educational content optimized for language model pretraining. Each entry is designed to maximize learning efficiency through:

Clear pedagogical structure: Content follows proven educational… See the full description on the dataset page: https://huggingface.co/datasets/codelion/sutra-10M.",4
codelion/sutra-100M,https://huggingface.co/datasets/codelion/sutra-100M,"['task_categories:text-generation', 'language:en', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us', 'pretraining', 'educational', 'pedagogical', 'synthetic', 'sutra', 'multi-domain']","
	
		
		Sutra 100M Pretraining Dataset
	

A high-quality synthetic pedagogical dataset designed for LLM pretraining, containing 70,435 educational entries totaling approximately 100 million tokens.

	
		
		Dataset Description
	

This dataset was generated using the Sutra framework, which creates structured educational content optimized for language model pretraining. Each entry is designed to maximize learning efficiency through:

Clear pedagogical structure: Content follows proven educational… See the full description on the dataset page: https://huggingface.co/datasets/codelion/sutra-100M.",4
codelion/Qwen3-0.6B-pts,https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts,"['language:en', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'region:us', 'pts', 'reasoning-datasets-competition']","
	
		
		PTS Pivotal Tokens Dataset
	

A dataset of pivotal tokens discovered using the Pivotal Token Search (PTS) technique.

	
		
		Details
	


Source: Generated using the PTS tool
Model: Qwen/Qwen3-0.6B


	
		
		Format
	

Each token in the dataset includes:

query: The original query that was processed
pivot_context: The context leading up to the pivotal token
pivot_token: The actual token that impacts success probability
prob_delta: The change in success probability caused by the token… See the full description on the dataset page: https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts.",4
codelion/Qwen3-0.6B-pts-steering-vectors,https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts-steering-vectors,"['language:en', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'region:us', 'pts', 'reasoning-datasets-competition', 'steering-vectors']","
	
		
		PTS Steering Vectors Dataset
	

A dataset of activation-based steering vectors created using the Pivotal Token Search (PTS) technique.

	
		
		Details
	


Source: Generated using the PTS tool
Model: Qwen/Qwen3-0.6B


	
		
		Dataset Structure
	

This dataset contains:

steering_vectors.jsonl: The main file with token-level steering vectors


	
		
		Usage
	

These steering vectors can be used for activation-based steering during inference to guide language models toward particular… See the full description on the dataset page: https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts-steering-vectors.",4
allenai/MolmoPoint-TrackSyn,https://huggingface.co/datasets/allenai/MolmoPoint-TrackSyn,"['task_categories:video-classification', 'task_categories:object-detection', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:polars', 'library:mlcroissant', 'region:us', 'video-object-tracking', 'video-segmentation', 'synthetic']","
	
		
		MolmoPoint-TrackSyn Dataset
	

Synthetic point tracking annotations for procedurally generated videos generated with Blender.
Each example contains an expression describing an object, per-frame point trajectories, and video metadata. All videos are encoded as 6 FPS and points are sampled at 2 FPS.

	
		
		Dataset Statistics
	


	
		
Video Source
Unique Annotations
Unique Videos


		
static-camera
34,324
11,629


dyna-camera
41,841
14,158


Total
76,165
25,787


	


	
		
		Schema… See the full description on the dataset page: https://huggingface.co/datasets/allenai/MolmoPoint-TrackSyn.",4
PJMixers-Dev/RP-Thinking-Shuffled,https://huggingface.co/datasets/PJMixers-Dev/RP-Thinking-Shuffled,"['size_categories:1K<n<10K', 'format:parquet', 'format:optimized-parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']","You should mask everything except the last turn when training. All previous model turns are the original dataset.
It's setup to be trained like R1:


	
		
	
	
		Sample Distribution
	


2216 (25.59%) - anthracite-org/c2_logs_32k_llama3_qwen2_v1.3
1450 (16.74%) - PJMixers-Dev/Moxxie-JanitorAI-Logs-ShareGPT
1086 (12.54%) - PJMixers-Dev/NyxKrage_chub-logs-sharegpt-longest-CustomShareGPT
750 (8.66%) - PJMixers/grimulkan_bluemoon_Karen_cleaned-carded-formatted
668 (7.71%) - BeaverAI/foundRP
645… See the full description on the dataset page: https://huggingface.co/datasets/PJMixers-Dev/RP-Thinking-Shuffled.",4
PJMixers-Dev/RP-Thinking-With-QwQ-Shuffled,https://huggingface.co/datasets/PJMixers-Dev/RP-Thinking-With-QwQ-Shuffled,"['size_categories:10K<n<100K', 'format:parquet', 'format:optimized-parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']","
	
		
		Sample Distribution
	


2064 (18.11%) - anthracite-org/c2_logs_32k_llama3_qwen2_v1.3
1359 (11.92%) - PJMixers-Dev/aesir-rpg-charcards-gpt4-sfw-sharegpt-flatguard-split
1165 (10.22%) - PJMixers-Dev/MinervaAI_Aesir-Preview-Anon-flatguard-split
1006 (8.83%) - PJMixers-Dev/aesir-rpg-charcards-gpt4-nsfw-sharegpt-flatguard-split
916 (8.04%) - PJMixers-Dev/aesir-rpg-furry-markdown-flatguard-split
767 (6.73%) - PJMixers-Dev/aesir-rpg-fantasy-novel-flatguard-split
668 (5.86%) - BeaverAI/foundRP… See the full description on the dataset page: https://huggingface.co/datasets/PJMixers-Dev/RP-Thinking-With-QwQ-Shuffled.",4
codelion/Qwen3-0.6B-pts-thought-anchors,https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts-thought-anchors,"['task_categories:other', 'language:en', 'size_categories:n<1K', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'pts', 'thought-anchors', 'reasoning', 'llm-analysis', 'sentence-level-analysis', 'pivotal-token-search']","
	
		
		PTS Thought Anchors Dataset
	

A dataset of thought anchors - critical reasoning steps - identified using the Thought Anchors technique from the PTS tool.

	
		
		Details
	


Source: Generated using the PTS tool
Model: Qwen/Qwen3-0.6B
Tags: pts, thought-anchors, reasoning, llm-analysis


	
		
		Dataset Structure
	

This dataset contains thought anchors identified from reasoning traces. Each anchor represents a sentence that significantly impacts the success probability of the reasoning… See the full description on the dataset page: https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts-thought-anchors.",4
mesolitica/Azure-TTS-Synthetic,https://huggingface.co/datasets/mesolitica/Azure-TTS-Synthetic,"['size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Azure-TTS-Synthetic
	

Generate TTS dataset using Azure API on random alphabets and numbers.
",4
codelion/Qwen3-0.6B-pts-dpo-pairs,https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts-dpo-pairs,"['language:en', 'license:apache-2.0', 'size_categories:n<1K', 'format:json', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'region:us', 'dpo', 'pts', 'reasoning-datasets-competition']","
	
		
		PTS DPO Dataset
	

A Direct Preference Optimization (DPO) dataset created using the Pivotal Token Search (PTS) technique.

	
		
		Details
	


Source: Generated using the PTS tool
Model: Qwen/Qwen3-0.6B


	
		
		Format
	

Each example in the dataset consists of:

prompt: The context leading up to the pivotal token
chosen: The preferred token that increases success probability
rejected: The alternative token that decreases success probability
metadata: Additional information about the… See the full description on the dataset page: https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts-dpo-pairs.",4
mesolitica/mixtral-magicoder,https://huggingface.co/datasets/mesolitica/mixtral-magicoder,"['language:en', 'language:ms', 'license:mit', 'size_categories:100K<n<1M', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Mixtral Magicoder: Source Code Is All You Need on various programming languages
	

We sampled programming languages from https://huggingface.co/datasets/bigcode/the-stack-dedup and pushed to https://huggingface.co/datasets/malaysia-ai/starcoderdata-sample
After that, we use Magicoder: Source Code Is All You Need on various programming languages template, we target at least 10k rows for each programming languages.

C++, 10747 rows
C#, 10193 rows
CUDA, 13843 rows
Dockerfile, 13286 rows… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/mixtral-magicoder.",4
allenai/Dolci-Think-SFT-7B,https://huggingface.co/datasets/allenai/Dolci-Think-SFT-7B,"['size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:polars', 'library:mlcroissant', 'arxiv:2507.02833', 'arxiv:2512.13961', 'region:us']","
	
		
		Dolci-Think-SFT
	

Sources include a mixture of existing reasoning traces:

OpenThoughts 3 (Apache 2.0): Extended to 32K context length and downsampled code prompts to 16X multiple, to 941,166 total prompts. Access our version, Dolci OpenThoughts 3 here.
SYNTHETIC-2 (Apache 2.0) via the SFT-Verified split, 104,569 prompts.
Nemotron Post-training dataset (CC BY 4), code split only, 113,777 prompts.

New prompts and new reasoning traces from us (all ODC-BY-1.0):

Dolci Think Persona IF:… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Dolci-Think-SFT-7B.",4
allenai/Dolci-Think-SFT-32B,https://huggingface.co/datasets/allenai/Dolci-Think-SFT-32B,"['language:en', 'license:odc-by', 'size_categories:1M<n<10M', 'format:parquet', 'format:optimized-parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:polars', 'library:mlcroissant', 'arxiv:2507.02833', 'arxiv:2512.13961', 'region:us']","
	
		
		Dolci-Think-SFT
	

Sources include a mixture of existing reasoning traces:

OpenThoughts 3 (Apache 2.0): Extended to 32K context length and downsampled code prompts to 16X multiple, to 941,164 total prompts. Access our version, Dolci OpenThoughts 3 here.
SYNTHETIC-2 (Apache 2.0) via the SFT-Verified split, 104,568 prompts.
Nemotron Post-training dataset (CC BY 4), code split only, 113,777 prompts.

New prompts and new reasoning traces from us (all ODC-BY-1.0):

Dolci Think Persona IF:… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Dolci-Think-SFT-32B.",4
plaguss/function_calling_dataset_seed,https://huggingface.co/datasets/plaguss/function_calling_dataset_seed,"['size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'library:distilabel', 'region:us', 'synthetic', 'distilabel', 'rlaif']","
  
    
  



	
		
		Dataset Card for function_calling_dataset_seed
	

This dataset has been created with distilabel.

	
		
		Dataset Summary
	

This dataset contains a pipeline.yaml which can be used to reproduce the pipeline that generated it in distilabel using the distilabel CLI:
distilabel pipeline run --config ""https://huggingface.co/datasets/plaguss/function_calling_dataset_seed/raw/main/pipeline.yaml""

or explore the configuration:
distilabel pipeline info --config… See the full description on the dataset page: https://huggingface.co/datasets/plaguss/function_calling_dataset_seed.",4
Ketan3101/function_calling_dataset,https://huggingface.co/datasets/Ketan3101/function_calling_dataset,"['task_categories:text-generation', 'language:en', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'code']","Reference: glaiveai/glaive-function-calling-v2
",4
allenai/asta-summary-citation-counts,https://huggingface.co/datasets/allenai/asta-summary-citation-counts,"['license:odc-by', 'size_categories:10M<n<100M', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']","
	
		
		Dataset Summary
	

This dataset tracks which scientific papers are most often cited by Asta, an agentic research platform that uses retrieval-augmented generation (RAG) to answer scientific questions. Each record is a paper cited by Asta's Summarize Literature tool, ranked by the number of times the system cited that paper. Across more than 113,000 user queries, we track 4M citations to over 2M distinct papers.  By making this data public, we aim to create a transparent, trackable… See the full description on the dataset page: https://huggingface.co/datasets/allenai/asta-summary-citation-counts.",4
NickyNicky/Colossal_Translation_Spanish_to_English_AND_English_to_Spanish_ORPO_DPO_Gemma,https://huggingface.co/datasets/NickyNicky/Colossal_Translation_Spanish_to_English_AND_English_to_Spanish_ORPO_DPO_Gemma,"['task_categories:translation', 'language:en', 'language:es', 'license:apache-2.0', 'size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		original dataset
	

https://huggingface.co/datasets/Iker/Colossal-Instruction-Translation-EN-ES


	
		
		take dataset
	

NickyNicky/Iker-Colossal-Instruction-Translation-EN-ES_deduplicated_length_3600


",3
NickyNicky/Finance_sentiment_and_topic_classification_En,https://huggingface.co/datasets/NickyNicky/Finance_sentiment_and_topic_classification_En,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		original dataset.
	

https://huggingface.co/datasets/sujet-ai/Sujet-Finance-Instruct-177k

",3
NickyNicky/Razonamiento_noticias_v2,https://huggingface.co/datasets/NickyNicky/Razonamiento_noticias_v2,"['task_categories:text-generation', 'language:es', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'finance']","
	
		
		Model inference.
	

* https://huggingface.co/KingNish/Reasoning-Llama-3b-v0.1


	
		
		columnas.
	

** news: **
- contiene solo la noticia sin procesar


** query: **
contiene
 - user: consulta del usuario
 - assinstant: respuesta de la IA

{""user"": user, ""assistant"": IA}


** messages: **
- contiene una lista de json

[
  {""role"": ""user"", ""content"": prompt},
  {""role"": ""reasoning"", ""content"": reasoning_output},
  {""role"": ""assistant"", ""content"": response}
]

",3
jaeyong2/thai-instruct-raw,https://huggingface.co/datasets/jaeyong2/thai-instruct-raw,"['language:th', 'size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for ""thai_instruct""
	

This data set was created using the Qwen2-72B-Instruct.

	
		
		How to use
	

>>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/thai_instruct"", split=""train"")


	
		
		License
	


Qwen/Qwen2-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
",3
jaeyong2/Vietnamese-instruct-raw,https://huggingface.co/datasets/jaeyong2/Vietnamese-instruct-raw,"['language:vi', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for ""Vietnamese_instruct""
	

This data set was created using the Qwen2-72B-Instruct.

	
		
		How to use
	

>>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/Vietnamese_instruct"", split=""train"")


	
		
		License
	


Qwen/Qwen2-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
",3
jaeyong2/persona-inst,https://huggingface.co/datasets/jaeyong2/persona-inst,"['language:ja', 'language:ko', 'language:th', 'language:vi', 'license:cc-by-nc-sa-4.0', 'size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		How to use
	

>>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/persona-inst"", split=""train"")
>>> ds
Dataset({
    features: ['Level', 'English', 'Korean', 'Thai', 'Vietnamese', 'context'],
    num_rows: 3006572
})


	
	
	
		Development Process
	


Generate persona pair from proj-persona/PersonaHub
We used Qwen/Qwen2-72B-Instruct model to generate Question.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/persona-inst.",3
jaeyong2/ja-persona-cot-inst,https://huggingface.co/datasets/jaeyong2/ja-persona-cot-inst,"['language:ja', 'license:cc-by-nc-sa-4.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		How to use
	

>>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/ja-persona-cot-inst"", split=""train"")
>>> ds
Dataset({
    features: ['content', 'text'],
    num_rows: 645000
})


	
		
	
	
		Development Process
	


load Question dataset from jaeyong2/persona-inst
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
proj-persona/PersonaHub… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/ja-persona-cot-inst.",3
jaeyong2/thai-persona-cot-inst,https://huggingface.co/datasets/jaeyong2/thai-persona-cot-inst,"['language:th', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		How to use
	

>>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/thai-persona-cot-inst"", split=""train"")
>>> ds
Dataset({
    features: ['content', 'text'],
    num_rows: 735000
})


	
		
	
	
		Development Process
	


load Question dataset from jaeyong2/persona-inst
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/thai-persona-cot-inst.",3
jaeyong2/viet-persona-cot-inst,https://huggingface.co/datasets/jaeyong2/viet-persona-cot-inst,"['language:vi', 'license:cc-by-nc-sa-4.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/viet-persona-cot-inst"", split=""train"")
>>> ds
Dataset({
    features: ['content', 'text'],
    num_rows: 750000
})


	
		
	
	
		Development Process
	


load Question dataset from jaeyong2/persona-inst
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
proj-persona/PersonaHub :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/viet-persona-cot-inst.",3
jaeyong2/ko-persona-cot-inst,https://huggingface.co/datasets/jaeyong2/ko-persona-cot-inst,"['language:ko', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		How to use
	

>>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/ko-persona-cot-inst"", split=""train"")
>>> ds
Dataset({
    features: ['content', 'text'],
    num_rows: 240000
})


	
		
	
	
		Development Process
	


load Question dataset from jaeyong2/persona-inst
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
proj-persona/PersonaHub… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/ko-persona-cot-inst.",3
jaeyong2/ja-rag-cot,https://huggingface.co/datasets/jaeyong2/ja-rag-cot,"['language:ja', 'license:cc-by-sa-3.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/ja-rag-cot"", split=""train"")
>>> ds
Dataset({
    features: ['context', 'Question', 'RAW Ground Truth', 'Thinking', 'Final Answer'],
    num_rows: 209496
})


	
		
	
	
		Development Process
	


source dataset from range3/wikipedia-ja-20230101
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/ja-rag-cot.",3
jaeyong2/id-rag-cot,https://huggingface.co/datasets/jaeyong2/id-rag-cot,"['language:id', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/id-rag-cot"", split=""train"")
>>> ds
Dataset({
    features: ['context', 'Question', 'RAW Ground Truth', 'Thinking', 'Final Answer'],
    num_rows: 139215
})


	
		
	
	
		Development Process
	


source dataset from indonesian-nlp/wikipedia-id and community-datasets/id_newspapers_2018
We used Qwen/Qwen2-72B-Instructmodel to generate answer with COT.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/id-rag-cot.",3
jaeyong2/thai-rag-cot,https://huggingface.co/datasets/jaeyong2/thai-rag-cot,"['language:th', 'license:cc-by-sa-3.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/thai-rag-cot"", split=""train"")
>>> ds
Dataset({
    features: ['context', 'Question', 'RAW Ground Truth', 'Thinking', 'Final Answer'],
    num_rows: 176357
})


	
		
	
	
		Development Process
	


source dataset from pythainlp/prd_news_30112023 and pythainlp/thai-wiki-dataset-v3
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.
	
		
		License
	


Qwen/Qwen2.5-72B-Instruct :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/thai-rag-cot.",3
jaeyong2/hi-rag-cot,https://huggingface.co/datasets/jaeyong2/hi-rag-cot,"['language:hi', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/hi-rag-cot"", split=""train"")
>>> ds
Dataset({
    features: ['context', 'Question', 'RAW Ground Truth', 'Thinking', 'Final Answer'],
    num_rows: 19083
})


	
		
	
	
		Development Process
	


source dataset from Cohere/wikipedia-22-12-hi-embeddings
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/hi-rag-cot.",3
jaeyong2/Ko-emb-PreView,https://huggingface.co/datasets/jaeyong2/Ko-emb-PreView,"['language:ko', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from daje/ko_wiki and maywell/korean_textbooks
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
maywell/korean_textbooks : https://choosealicense.com/licenses/apache-2.0/


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
",3
allenai/MoNaCo_Benchmark,https://huggingface.co/datasets/allenai/MoNaCo_Benchmark,"['task_categories:question-answering', 'task_categories:table-question-answering', 'language:en', 'license:odc-by', 'arxiv:2508.11133', 'region:us']","Website | Paper | Blogpost 

	
		
		MoNaCo Dataset Card
	

MoNaCo: More Natural and Complex Questions for Reasoning Across Dozens of Documents
MoNaCo is a benchmark of 1,315 human-written time-consuming questions that require retrieval, filtering and aggregation across text and tables --- with an average of 43.3 distinct documents per question!
The broad scope of MoNaCo questions makes it ideal as an LLM benchmark for at least five different settings:

Factuality: Evaluating models’ parametric… See the full description on the dataset page: https://huggingface.co/datasets/allenai/MoNaCo_Benchmark.",3
codezakh/EFAGen-Llama-3.1-8B-Instruct-Training-Data,https://huggingface.co/datasets/codezakh/EFAGen-Llama-3.1-8B-Instruct-Training-Data,"['task_categories:text-generation', 'license:mit', 'size_categories:1K<n<10K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2504.09763', 'region:us', 'alpaca', 'instruction-tuning']","Paper Link
The training data used for the final version of EFAGen-Llama-3.1-8B-Instruct.
The data is in Alpaca format and can be used with Llama-Factory (check dataset_info.json).
",3
Qwen/PolyMath,https://huggingface.co/datasets/Qwen/PolyMath,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2504.18428', 'region:us']","

  
    PolyMath: Evaluating Mathematical Reasoning in Multilingual Contexts
  






  
    
    
    
    





PolyMath is a multilingual mathematical reasoning benchmark covering 18 languages and 4 easy-to-hard difficulty levels. Our benchmark ensures difficulty comprehensiveness, language diversity, and high-quality translation, making it a highly discriminative multilingual mathematical benchmark in the era of reasoning LLMs.

📈 Broad Difficulty Range: PolyMath defines and partitions… See the full description on the dataset page: https://huggingface.co/datasets/Qwen/PolyMath.",3
allenai/quartz,https://huggingface.co/datasets/allenai/quartz,"['task_categories:question-answering', 'task_ids:extractive-qa', 'task_ids:open-domain-qa', 'annotations_creators:crowdsourced', 'language_creators:crowdsourced', 'multilinguality:monolingual', 'source_datasets:original', 'language:en', 'license:cc-by-4.0', 'size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for ""quartz""
	


	
		
		Dataset Summary
	

QuaRTz is a crowdsourced dataset of 3864 multiple-choice questions about open domain qualitative relationships. Each
question is paired with one of 405 different background sentences (sometimes short paragraphs).
The QuaRTz dataset V1 contains 3864 questions about open domain qualitative relationships. Each question is paired with
one of 405 different background sentences (sometimes short paragraphs).
The dataset is split into… See the full description on the dataset page: https://huggingface.co/datasets/allenai/quartz.",3
